First Name,Last Name,ID,Stream,Preference 1,Preference 2,Preference 3,Preference 4,Preference 5,Preference 6,Preference 7,Preference 8,Preference 9,Preference 10
Maria,Tallchief,77339225,CS,writing modern fiction,interviewing celebrities,starring in comedies,giving speeches,blanketing staff with memos,piloting a spaceship,writing plays,interviewing politicians,singing pop songs,cross-dressing in women's clothes
Rex,Harrison,77784656,CS,painting church ceilings,cooking fancy food,starring in TV shows,singing protest songs,singing romantic songs,painting surreal pictures,promoting air travel,writing experimental songs,giving investment advice,singing rock songs
Kirk,Cameron,84431590,DS,undermining authority,devising evil schemes,solving crimes,solving crimes,drinking too much red wine,attacking consumerism,chasing women,flipping hamburgers,eluding imperial storm-troopers,finding clues
Harry,Belafonte,94405364,DS,looking after children,flipping hamburgers,pursuing criminals,leading the rebel alliance,running a school for gifted teens,foiling the schemes of evil villains,crushing dissent,performing physical therapy,collecting comic books,solving crimes
Herschel,Walker,41222479,CS,developing operating systems,working out,painting folksy pictures,doing stand-up,enjoying ball-room dancing,promoting Catholic values,exploring foreign countries,painting surreal pictures,causing political scandals,interpreting evidence
Laura,Schlessinger,14982654,DS,diagnosing diseases,killing people in ingenious ways,making ice sculptures,finding clues,burping,punishing criminals,pulling capers,studying paleontology,over-achieving at school,directing the business of state
Ashley,Judd,41582838,CS,hiding from the public,playing the piano,hosting radio shows,pulling dirty political tricks,doing stand-up,promoting conservative values,writing for pulp magazines,selling comic books,playing soccer,starring in romantic comedies
Jessica,Simpson,27292788,CS,developing new technologies,causing political scandals,undermining authority,building houses for poor people,ranting about liberals,doing diet commercials,starring in TV shows,cooking fancy food,starring in action movies,developing military strategies
Brent,Musburger,12354127,DS,concocting magic potions,looking for love,promoting mysticism,beating menial staff,writing up case notes,solving crimes,killing people in ingenious ways,foiling the schemes of evil villains,slashing victims,diagnosing diseases
Jon,Ramsey,92971217,CS,starring in madcap comedies,creating an axis of evil,promoting humanism,manipulating political pawns,singing pop songs,developing operating systems,interviewing celebrities,writing pop songs,crooning love songs,drawing whimsical cartoons
Ted,Turner,66318916,DS,solving mysteries,performing magic tricks,selling confectionary,launching hostile takeovers,solving crimes,keeping a diary,leading the rebel alliance,pursuing criminals,promoting capitalism,defending the weak
Robert,Klein,19896696,CS,rooting out facts,cooking fancy food,writing modern fiction,making sick people laugh,winning boxing matches,ranting about liberals,selling cosmetics,blanketing staff with memos,ruling over subjects,promoting circus attractions
Scatman,Crothers,34650680,CS,winning tennis tournaments,starring in Hollywood movies,starring in Hollywood movies,writing weird movies,directing action movies,playing jazz trumpet,exploring foreign countries,selling franchises,writing modern fiction,entertaining teenagers
Sir,Olivier,55232067,CS,singing pop songs,solving mysteries,judging legal cases,spreading political gossip,throwing sex parties,eluding the public gaze,leaking information,spreading revolution,eating exotic foods,singing rock songs
Edith,Piaf,16125917,CS,giving investment advice,organizing a putsch,playing drums,shopping for shoes,singing rock songs,writing modern fiction,making insipid musicals,consolidating an empire,running an empire,writing horror stories
Gabe,Kaplan,47247935,DS,obeying annoying rules,fighting for justice,instigating rebellion,eluding FBI profilers,fighting for the rebel alliance,solving mysteries,performing magic tricks,studying magic tricks,fighting barbarian hordes,running a school for gifted teens
Anne,Murray,11945081,CS,fighting for democracy,dating centrefolds,running a multinational corporation,developing military strategies,fighting for democracy,lying on the stand,building a wooden ark,starring in Hollywood movies,fighting for civil rights,starring in indy movies
Gina,Lollobrigida,90547419,CS,solving mysteries,giving investment advice,womanizing,singing rock songs,starring in comedies,teaching the next generation,promoting boxing fights,expressing dissent,making action movies,chasing after women
Mary,Hopkin,52032654,CS,warning about totalitarianism,making threatening phone calls,singing jazz songs,winning Michelin stars,peacocking in fancy clothes,arguing with political opponents,offering advice,running theme parks,eluding the public gaze,starring in TV shows
Chita,Rivera,66621658,DS,preventing terrorism,obeying annoying rules,fighting guerilla wars,making soap,fighting for the rebel alliance,subverting social conventions,solving crimes,tricking criminals,posing riddles,watching the sun rise
Shia,LaBeouf,56697046,DS,looking for love,chasing criminals,piloting a spaceship,promoting tolerance,interpreting evidence,attending cocktail parties,practicing the Occult,tricking criminals,teaching magic,playing Baccarat
Robin,Williams,44402750,CS,directing movies,writing plays,plotting strategies,promoting conservative values,leaking state secrets,starring in Hollywood movies,shilling for rental car companies,writing modern fiction,making political gaffes,throwing TVs out of the windows
Laura,Nyro,37250836,DS,amassing ill-gotten wealth,promoting movie violence,commanding a spaceship,foiling the schemes of evil villains,smuggling contraband,fighting for the resistance,tempting the innocent,casting magic spells,avoiding work,running an empire
June,Foray,18388920,CS,terrorizing prostitutes,running a frontier town,writing pop songs,spreading revolution,selling comic books,racing fast cars,doing diet commercials,promoting conservative values,promoting air travel,writing experimental songs
Stacy,Ferguson,59234788,CS,doing stand-up,preaching tolerance,coining sparkling witticisms,drawing whimsical cartoons,promoting liberal values,winning heavyweight titles,selling franchises,singing protest songs,doing diet commercials,making movies
Johnny,Miller,14086318,DS,commanding a spaceship,solving crimes,looking after children,wisecracking,solving crimes,maintaining a secret identity,getting run over by cars,foiling the schemes of evil villains,avenging loved ones,performing physical therapy
Raquel,Welch,61281609,CS,writing rock songs,painting church ceilings,fighting for civil rights,knocking out opponents,campaigning for environmental causes,running a media empire,running an empire,expressing dissent,gyrating hips,promoting pacifism
Alan,Thicke,42435248,CS,singing pop songs,fighting with swords,winning boxing matches,singing blues songs,directing action movies,directing science fiction movies,promoting charity,dating centrefolds,promoting communism,arguing against capitalism
Nelson,Mandela,95156605,CS,ranting about liberals,running the FBI,running an empire,directing animated films,writing cook books,spreading revolution,peacocking in fancy clothes,writing rap songs,playing drums,campaigning for social causes
Patrick,Ewing,27328045,CS,running a bureaucracy,starring in romantic comedies,running an empire,promoting Darwinism,spreading revolution,writing modern fiction,delivering forehand slams,womanizing,campaigning for environmental causes,selling cosmetics
Richard,Nixon,56279717,CS,extracting Radium from pitchblend,running a bureaucracy,singing multipart harmonies,starring in science fiction movies,piloting a spaceship,directing animated films,complaining about capitalism,singing protest songs,explaining evolution,defending plaintiffs
Vicki,Lawrence,45200047,DS,worrying about adultery,tempting the innocent,recruiting dissidents,interpreting evidence,cross-dressing in women's clothes,shopping for shoes,solving mysteries,clinging to past dreams,brewing magican potions,mangling idioms
Adam,Duritz,89217644,CS,causing political scandals,knocking out opponents,singing to teenagers,singing multipart harmonies,fighting for democracy,running a multinational corporation,running an empire,managing hedge funds,consolidating an empire,promoting atheism
Kiri,Kanawa,96461967,DS,promoting yellow journalism,keeping a diary,eating census takers,striving for world domination,pioneering new technologies,smoking herb,making patronising comments,casting magic spells,guarding the galaxy,finding clues
Mary,Ash,55805095,DS,fighting the forces of good,studying symbols,solving mysteries,digging for antiquities,dreaming of yesteryear,concocting magic potions,launching hostile takeovers,collecting green Kryponite,picking pockets,pursuing criminals
Joseph,Wambaugh,82805446,CS,gyrating hips,eating exotic foods,publishing soft pornography,gurning for the camera,singing country music,marrying underage girls,warning about totalitarianism,delivering judgments,selling airline seats,chasing criminals
Peter,OToole,41812152,CS,leaking classified documents,hosting radio shows,dating supermodels,womanizing,writing pop songs,shilling for rental car companies,playing jazz trumpet,singing blues songs,making trains run on time,probing the mind
Richard,Gephardt,54912089,CS,making sick people laugh,judging legal cases,coining sparkling witticisms,writing pop songs,campaigning for environmental causes,promoting vegetarianism,playing the saxophone,leaking classified documents,throwing TVs out of the windows,starring in comedies
Michael,Douglas,23510258,CS,breaking records,complaining about capitalism,making billions,singing pop songs,shilling for rental car companies,giving speeches,promoting conservative values,writing experimental songs,building a wooden ark,promoting liberalism
Robert,Mitchum,31262334,CS,making insipid musicals,doing diet commercials,writing pop songs,building a wooden ark,singing romantic songs,eating exotic foods,interviewing celebrities,plotting strategies,plagiarizing political speeches,promoting humanism
Jay,Leno,35901605,DS,fighting guerilla wars,embezzling tax money,solving mysteries,fighting for the resistance,interpreting evidence,chasing women,selling tat,eluding FBI profilers,keeping accounts,concocting magic potions
Deepak,Chopra,99837750,CS,abusing minorities,selling comic books,womanizing,getting plastic surgery,challenging artistic norms,singing Hipbop songs,organizing a putsch,winning tennis tournaments,wielding political power,knocking out opponents
Roger,Maris,73347084,DS,preparing for war,tempting the innocent,playing pranks,keeping a diary,promoting science,searching for the messiah,performing magic tricks,devising evil schemes,preventing crime,looking after children
Bob,Hoskins,41979536,CS,womanizing,publishing newspapers,selling comic books,expressing dissent,delivering judgments,running a business empire,throwing temper tantrums,starring in Hollywood movies,running a bureaucracy,interviewing celebrities
